model,config,length_class,prompt_tokens,output_tokens,load_fraction,long_request_fraction,interactive_retrieval_fraction,transactional_tool_fraction,deep_research_fraction,coding_agent_fraction
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,short,1172,90,1.05,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,medium,1925,147,1.05,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.2,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.2,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.2,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.2,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.2,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.4,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.4,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.4,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.4,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.4,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.6,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.6,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.6,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.6,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.6,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.8,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.8,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.8,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.8,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.8,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.95,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.95,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.95,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.95,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,0.95,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,1.05,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,1.05,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,1.05,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,1.05,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-a10,long,3013,230,1.05,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,short,1172,90,1.05,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,medium,1925,147,1.05,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.2,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.2,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.2,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.2,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.2,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.4,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.4,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.4,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.4,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.4,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.6,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.6,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.6,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.6,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.6,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.8,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.8,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.8,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.8,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.8,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.95,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.95,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.95,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.95,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,0.95,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,1.05,1.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,1.05,1.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,1.05,1.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,1.05,1.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-l20,long,3013,230,1.05,1.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,short,1172,90,1.05,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.2,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.2,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.2,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.2,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.2,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.4,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.4,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.4,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.4,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.4,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.6,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.6,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.6,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.6,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.6,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.8,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.8,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.8,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.8,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.8,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.95,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.95,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.95,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.95,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,0.95,0.0,0.2,0.1,0.1,0.6
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,1.05,0.0,0.25,0.25,0.25,0.25
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,1.05,0.0,0.6,0.2,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,1.05,0.0,0.2,0.6,0.1,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,1.05,0.0,0.2,0.1,0.6,0.1
qwen2.5-7b,qwen2.5-7b-h20,medium,1925,147,1.05,0.0,0.2,0.1,0.1,0.6
